user_id	item_id	time
276	378	874792745
276	787	874792745
821	120	874792752
821	469	874792752
276	662	874792767
276	549	874792767
821	273	874792778
276	802	874792793
276	763	874792794
276	565	874792794
821	1	874792813
821	471	874792813
821	15	874792835
276	938	874792839
276	461	874792839
276	431	874792839
276	95	874792839
821	124	874792860
276	140	874792870
276	417	874792870
276	403	874792870
276	746	874792870
276	71	874792870
276	142	874792870
821	1143	874792889
821	150	874792889
276	416	874792907
276	418	874792907
276	586	874792907
276	99	874792907
276	621	874792907
276	141	874792945
276	419	874792945
276	921	874792969
276	619	874792969
276	824	874792989
821	404	874793022
821	1024	874793022
821	595	874793022
276	1053	874793035
276	999	874793035
276	995	874793035
276	499	874793035
821	111	874793049
276	414	874793062
276	805	874793062
276	425	874793092
276	758	874793118
821	733	874793130
821	106	874793196
276	781	874793198
821	118	874793218
821	280	874793218
821	317	874793368
821	22	874793418
821	28	874793469
821	388	874793469
821	179	874793517
821	356	874793517
821	79	874793517
821	481	874793517
821	233	874793574
821	507	874793574
821	493	874793574
821	64	874793649
821	426	874793649
821	697	874793649
821	173	874793773
821	434	874793773
821	558	874793773
821	212	874793806
821	56	874793847
821	98	874793847
821	97	874793848
821	699	874793848
821	502	874793848
532	1182	874793852
821	131	874793898
821	160	874793898
821	482	874793898
821	95	874793898
532	1280	874794386
532	406	874794386
276	738	874795448
276	420	874795500
276	730	874795538
276	794	874795574
276	1036	874795613
276	598	874795613
532	1325	874795634
276	158	874795637
276	44	874795637
276	155	874795704
276	31	874795704
276	1195	874795729
276	646	874795729
276	77	874795751
276	1108	874795772
276	1010	874795772
276	761	874795795
276	550	874795795
276	1052	874795795
276	1006	874795823
276	570	874795823
276	552	874795823
276	1210	874795823
276	460	874795868
276	628	874795888
276	170	874795928
276	197	874795949
532	411	874795951
276	206	874795988
276	205	874795988
276	1086	874796116
532	817	874796151
276	1020	874796201
276	230	874796373
276	29	874796373
276	253	874796373
276	1241	874796412
276	625	874796412
276	749	874796412
532	448	874796421
291	323	874805453
291	287	874805453
291	244	874805577
291	324	874805610
291	236	874805668
291	473	874805699
291	128	874805699
291	146	874805768
291	180	874805804
291	9	874805804
291	825	874805804
291	234	874805860
291	50	874805860
291	978	874805892
291	1030	874805892
291	506	874805892
291	248	874805893
291	249	874805927
291	614	874805927
291	243	874805927
291	93	874805927
291	733	874805927
291	453	874805958
291	106	874805958
291	544	874805958
291	120	874805984
291	953	874805984
291	404	874805984
291	122	874806006
259	316	874809057
259	180	874809057
259	98	874809091
259	12	874809192
259	97	874809292
851	952	874809850
157	285	874813268
157	513	874813477
157	149	874813703
157	1	874813703
157	1235	874813703
157	292	874813703
157	234	874813703
817	257	874815541
817	851	874815542
817	299	874815542
817	326	874815593
817	293	874815593
817	287	874815593
817	739	874815649
817	328	874815649
817	357	874815679
817	327	874815679
817	323	874815789
817	244	874815789
817	288	874815789
817	1	874815835
817	898	874815835
817	221	874815835
817	120	874815835
817	15	874815836
817	128	874815836
817	9	874815836
817	123	874815885
817	7	874815885
817	272	874815885
817	118	874815947
817	146	874815947
817	544	874815947
817	24	874815947
817	453	874815947
817	894	874815947
817	117	874815947
817	404	874815947
817	280	874816007
817	821	874816007
817	362	874816007
195	744	874824313
195	67	874825826
195	768	874825826
195	761	874825826
195	1280	874825826
195	383	874825826
195	385	874825826
195	1285	874825827
756	257	874826502
756	299	874826502
756	172	874826565
756	1	874826629
756	1102	874827023
756	170	874827062
756	274	874827103
756	975	874827247
756	30	874827283
756	255	874827486
893	257	874827508
893	287	874827526
893	322	874827595
756	366	874827614
893	297	874827623
893	1	874827725
756	234	874827755
756	8	874827755
893	293	874827789
893	69	874827818
756	134	874827884
756	722	874827920
893	258	874827960
756	92	874828027
756	288	874828027
893	236	874828097
893	978	874828163
756	525	874828242
756	1211	874828278
893	263	874828296
893	259	874828296
893	357	874828296
756	1078	874828349
893	285	874828384
756	71	874828391
756	9	874828453
893	146	874828569
893	770	874828569
756	50	874828592
756	22	874828592
756	96	874828640
756	227	874828640
893	409	874828649
893	24	874828649
756	89	874828769
893	117	874828772
893	826	874828772
893	474	874828772
893	1187	874828812
756	117	874828826
756	175	874828826
756	146	874828826
756	402	874828826
893	404	874828864
893	239	874828864
893	118	874828864
893	124	874828864
893	469	874828897
756	209	874828902
756	566	874828903
756	398	874828967
756	118	874828967
756	194	874828967
756	221	874828967
893	944	874828981
756	229	874829010
893	234	874829035
893	410	874829056
893	898	874829129
756	548	874829152
756	552	874829152
756	120	874829152
893	805	874829161
893	289	874829161
756	3	874829174
893	219	874829187
893	595	874829230
893	121	874829249
893	411	874829249
756	99	874829258
756	95	874829258
756	431	874829258
756	586	874829258
893	147	874829287
893	1160	874829287
756	471	874829296
756	499	874829296
756	417	874829333
756	1182	874829333
893	804	874829355
756	419	874829373
893	150	874829427
756	196	874829446
756	97	874829484
756	420	874829637
756	273	874829637
756	154	874829637
756	111	874829670
756	66	874829705
893	77	874829706
893	56	874829733
893	425	874829733
756	730	874829743
756	88	874829743
893	11	874829753
893	171	874829883
893	50	874829883
756	636	874829924
756	233	874829924
756	589	874829924
756	158	874829924
893	245	874829968
756	79	874829990
756	733	874830026
756	836	874830068
893	143	874830101
756	225	874830103
893	160	874830122
893	749	874830137
893	715	874830160
893	529	874830160
756	564	874830168
756	951	874830305
893	120	874830313
893	96	874830314
893	1163	874830338
756	900	874830344
756	122	874830344
893	830	874830372
756	53	874830432
756	418	874830513
756	150	874830550
756	746	874830598
756	422	874830675
756	82	874830748
756	617	874830790
756	995	874830819
756	137	874830864
756	224	874830864
756	63	874830908
756	403	874830908
756	91	874830954
756	408	874830998
756	397	874831050
756	382	874831050
756	160	874831194
756	121	874831227
756	140	874831227
756	598	874831383
756	177	874831383
756	100	874831383
756	180	874831383
756	401	874831383
756	182	874831383
756	1037	874831383
756	1024	874831383
756	142	874831383
756	889	874831383
756	244	874832096
756	322	874832096
756	324	874832132
756	744	874832788
756	434	874832788
291	261	874833603
291	15	874833668
291	150	874833668
291	292	874833668
291	283	874833687
291	272	874833705
291	239	874833726
291	469	874833746
291	284	874833746
291	281	874833788
291	982	874833827
291	753	874833841
291	595	874833857
291	118	874833878
291	747	874833878
291	983	874833911
291	807	874833936
291	903	874833936
291	3	874833936
291	808	874833962
291	894	874833962
291	942	874833962
291	809	874833983
291	289	874834001
291	1213	874834019
291	124	874834019
291	750	874834037
291	412	874834054
291	290	874834054
291	945	874834071
291	235	874834128
291	943	874834146
291	454	874834165
291	1011	874834165
291	1160	874834184
291	410	874834220
291	816	874834236
291	458	874834254
291	677	874834254
291	121	874834289
291	813	874834308
291	1259	874834323
291	1186	874834345
291	1023	874834345
291	817	874834358
291	368	874834388
291	708	874834388
291	21	874834389
291	898	874834389
291	7	874834481
291	732	874834481
291	409	874834481
291	293	874834481
291	24	874834481
291	1	874834481
291	123	874834481
291	117	874834481
291	100	874834481
291	245	874834481
291	56	874834701
291	1036	874834701
291	12	874834701
291	98	874834701
291	55	874834735
291	233	874834735
291	913	874834735
291	464	874834768
291	1068	874834768
291	468	874834768
291	155	874834768
291	31	874834768
291	909	874834768
291	77	874834799
291	760	874834799
291	217	874834799
291	5	874834799
291	79	874834799
291	564	874834799
291	630	874834799
291	53	874834827
291	378	874834827
291	579	874834827
291	763	874834827
291	17	874834850
291	33	874834850
291	1162	874834850
291	1010	874834875
291	355	874834875
291	163	874834875
291	1045	874834876
291	225	874834895
291	590	874834895
291	1314	874834914
291	751	874834914
291	38	874834914
291	1006	874834944
291	570	874834944
291	1195	874834944
291	1108	874834944
291	787	874834944
291	571	874834944
291	54	874834963
291	550	874834963
291	1040	874834963
291	230	874835024
291	11	874835024
291	27	874835024
291	4	874835062
291	173	874835062
291	127	874835062
291	22	874835062
291	171	874835062
291	96	874835062
291	143	874835091
291	92	874835091
291	89	874835116
291	82	874835116
291	384	874835141
291	538	874835141
291	566	874835141
291	678	874835165
291	1137	874835165
291	402	874835165
291	194	874835165
291	187	874835198
291	231	874835198
291	183	874835198
291	574	874835198
291	548	874835218
291	576	874835242
291	390	874835242
291	560	874835242
291	1181	874835279
291	1236	874835279
276	1186	874836608
276	846	874836608
276	898	874836629
276	943	874836629
276	104	874836682
276	901	874836682
276	977	874836682
276	477	874836703
276	919	874836725
933	64	874853605
933	473	874853605
933	317	874853605
933	131	874853605
933	22	874853634
933	356	874853635
933	42	874853635
933	213	874853666
933	95	874853666
933	56	874853688
933	98	874853734
933	472	874853734
933	209	874853734
933	159	874853755
933	316	874853779
933	152	874853779
933	237	874853819
933	79	874853819
933	182	874853819
933	726	874853846
933	167	874853869
933	126	874853898
933	11	874853899
933	506	874853927
933	100	874853927
933	192	874853927
933	521	874853957
933	776	874853957
933	89	874853957
933	233	874853957
933	28	874853977
933	150	874853977
933	69	874854009
933	214	874854031
933	1033	874854031
933	165	874854062
933	513	874854062
933	644	874854081
933	180	874854100
933	39	874854100
933	155	874854135
933	178	874854135
933	193	874854135
933	12	874854135
933	52	874854161
933	97	874854161
933	366	874854190
933	7	874854190
933	158	874854190
933	218	874854217
933	581	874854217
933	227	874854217
933	432	874854251
933	210	874854251
933	434	874854251
933	124	874854251
933	186	874854294
933	1	874854294
933	283	874854294
933	175	874854315
933	229	874854338
933	647	874854338
933	21	874854383
933	4	874854383
933	50	874854383
933	409	874854383
933	9	874854402
933	645	874854424
933	481	874854424
933	134	874854444
933	174	874854444
933	163	874854461
933	465	874854479
933	194	874854589
933	25	874854589
933	468	874854611
933	469	874854611
933	73	874854629
933	723	874854651
933	391	874854652
933	445	874854678
933	208	874854678
933	217	874854678
933	88	874854696
933	264	874854697
933	87	874854723
933	203	874854723
933	179	874854723
933	201	874854745
933	173	874854745
933	737	874854762
933	199	874854783
933	221	874854783
933	807	874854813
933	181	874854853
933	621	874854874
933	225	874854874
933	195	874854932
933	156	874854932
933	143	874854932
933	983	874854953
933	474	874854953
933	62	874854994
933	176	874854994
933	172	874855020
933	70	874855020
933	96	874855020
933	240	874855069
933	272	874855069
933	53	874855104
933	281	874855104
933	58	874855121
933	120	874855138
543	24	874861639
543	111	874861699
543	733	874861699
543	117	874861792
543	506	874861792
543	128	874862036
543	118	874862036
506	473	874862229
506	273	874862229
506	362	874862646
506	10	874862734
543	178	874862879
543	686	874862966
543	133	874862967
543	431	874862967
543	511	874863035
543	422	874863035
543	152	874863035
543	190	874863035
543	1342	874863155
543	70	874863155
543	102	874863155
543	194	874863155
543	726	874863269
543	169	874863269
543	1036	874863269
543	143	874863269
543	657	874863336
543	98	874863336
543	64	874863336
543	164	874863436
543	1300	874863436
543	69	874863436
543	156	874863549
543	889	874863549
543	317	874863549
543	580	874863550
543	201	874863734
543	507	874863734
543	760	874863803
543	159	874863803
543	356	874863803
543	636	874863803
543	1060	874863878
543	191	874863878
543	182	874864034
543	461	874864034
543	217	874864034
543	464	874864094
543	174	874864182
543	640	874864182
543	460	874864182
543	23	874864183
543	97	874864346
543	114	874864346
543	721	874864346
543	60	874864346
543	529	874864347
543	213	874864421
543	215	874864666
543	173	874864666
543	526	874864666
543	516	874864736
543	676	874864737
543	203	874864737
543	441	874864857
543	193	874864870
543	71	874864870
543	162	874864870
543	199	874864870
543	175	874865635
543	110	874865635
543	519	874865636
543	95	874865728
543	44	874865728
543	692	874865923
543	11	874866116
543	196	874866116
543	527	874866208
543	179	874866208
543	477	874866208
543	656	874866208
543	237	874866319
543	1335	874866319
543	728	874866535
543	186	874866535
543	56	874866535
543	701	874866535
543	66	874866535
291	199	874867740
291	665	874867741
291	446	874867741
291	556	874867757
291	395	874867757
291	698	874867785
291	218	874867785
291	663	874867785
291	565	874867786
291	549	874867824
291	561	874867824
291	802	874867852
291	563	874867852
291	764	874867852
291	467	874867912
291	222	874867912
291	174	874867966
291	64	874867994
291	48	874868027
291	1173	874868027
291	726	874868027
291	211	874868027
291	46	874868045
291	723	874868097
291	70	874868146
291	213	874868146
291	69	874868146
291	762	874868169
291	422	874868210
291	365	874868255
291	178	874868255
291	911	874868284
291	426	874868304
291	706	874868327
291	84	874868327
291	214	874868382
291	1165	874868382
291	567	874868580
291	553	874868629
291	648	874868629
291	374	874868791
291	720	874871442
291	625	874871479
291	401	874871498
291	1151	874871551
291	364	874871570
291	1318	874871585
291	1158	874871655
291	785	874871655
291	1094	874871671
291	237	874871736
291	201	874871736
291	203	874871736
291	152	874871736
291	427	874871766
291	8	874871766
291	167	874871800
291	366	874871800
291	90	874871800
291	172	874871800
506	853	874872812
506	136	874872872
506	508	874873067
506	476	874873067
506	986	874873067
506	366	874873068
506	71	874873068
506	233	874873111
506	431	874873112
506	199	874873112
506	521	874873112
506	461	874873157
506	653	874873157
506	173	874873157
506	134	874873157
506	48	874873158
506	635	874873158
506	598	874873198
506	210	874873198
506	516	874873198
506	95	874873198
506	1036	874873247
506	762	874873247
506	42	874873247
506	31	874873247
506	193	874873247
506	12	874873247
506	55	874873287
506	512	874873287
506	174	874873327
506	139	874873327
506	751	874873327
506	69	874873327
506	97	874873374
506	56	874873374
506	722	874873374
506	194	874873374
506	8	874873374
506	201	874873374
506	468	874873423
506	96	874873423
506	207	874873423
506	580	874873423
506	599	874873528
506	208	874873529
506	488	874873529
506	676	874873529
506	519	874873529
506	684	874873529
506	477	874873571
506	227	874873571
506	527	874873615
506	494	874873615
506	217	874873615
506	131	874873615
506	190	874873615
506	33	874873703
506	73	874873703
506	197	874873703
506	495	874873703
506	429	874873703
506	434	874873744
506	82	874873745
506	650	874873745
506	195	874873745
506	540	874873794
506	215	874873794
506	85	874873795
506	229	874873847
506	445	874873847
506	230	874873847
506	175	874873892
506	648	874873892
506	703	874873893
506	384	874873944
506	88	874873944
506	192	874873944
506	68	874873944
506	459	874873944
506	63	874873944
506	81	874874000
506	636	874874000
506	398	874874054
506	79	874874054
506	70	874874055
506	603	874874055
506	417	874874055
506	167	874874055
506	203	874874055
506	723	874874109
506	232	874874109
506	198	874874109
506	89	874874109
506	528	874874110
506	760	874874110
506	702	874874151
506	202	874874152
506	238	874874152
506	28	874874308
506	654	874874308
506	182	874874308
506	172	874874308
506	1010	874874396
506	416	874874396
506	501	874874396
506	558	874874458
506	402	874874458
506	606	874874525
506	514	874874525
506	730	874874525
506	379	874874585
506	424	874874585
506	515	874874585
506	915	874874585
506	738	874874629
506	463	874874630
506	355	874874630
506	66	874874676
506	180	874874676
506	1164	874874760
506	941	874874760
506	441	874874760
506	204	874874760
506	72	874874802
506	46	874874802
506	392	874874802
506	833	874874802
506	77	874874850
506	579	874874850
506	240	874874850
506	422	874874850
506	44	874874850
506	2	874874850
506	602	874874851
506	67	874874894
506	62	874874894
506	29	874874894
506	228	874874895
506	639	874874947
506	656	874874947
506	5	874874947
506	53	874874985
506	58	874874985
506	226	874875062
506	921	874875062
506	783	874875062
506	737	874875062
506	185	874875062
506	819	874875062
506	578	874875062
506	647	874876486
506	47	874876486
506	706	874876486
506	746	874876486
506	523	874876486
506	86	874876551
506	92	874876551
506	779	874876598
506	94	874876599
506	90	874876599
506	433	874876599
506	54	874876651
506	487	874876651
506	685	874876651
291	85	874877699
933	215	874938239
933	702	874938309
933	162	874938309
933	231	874938354
933	392	874938371
933	153	874938389
933	904	874938412
933	238	874938412
933	67	874938430
